fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.5486725663716815,0.23972602739726026,0.5443037974683544,0.09230769230769233,0.2374350086655113,0.36619718309859156,0.21201413427561838,0.6191926884996128,0.29126213592232997,0.2606060606060606,0.3692307692307693,0.6
0.30973451327433627,0.4794520547945205,0.0,0.24615384615384614,0.10571923743500868,0.056338028169014086,0.028268551236749116,0.6450875856816392,0.47572815533980567,0.12121212121212123,0.18461538461538451,0.4
0.3982300884955752,0.11643835616438356,0.4177215189873418,0.08846153846153845,0.05025996533795494,0.16901408450704225,0.07420494699646643,0.3876618431073881,0.3786407766990289,0.30909090909090914,0.5076923076923076,0.8
0.495575221238938,0.35958904109589046,0.45569620253164556,0.06923076923076923,0.03292894280762564,0.056338028169014086,0.028268551236749116,0.6191926884996128,0.29126213592232997,0.05454545454545453,0.2461538461538461,0.6
0.6725663716814159,0.226027397260274,0.620253164556962,0.03846153846153845,0.07105719237435008,0.028169014084507043,0.0,0.520182787509517,0.25242718446601925,0.18181818181818182,0.3076923076923077,0.4
0.3185840707964601,0.35616438356164387,0.34177215189873417,0.08461538461538462,0.10571923743500868,0.056338028169014086,0.2508833922261484,0.563594821020557,0.25242718446601925,0.17575757575757575,0.10769230769230759,0.6
0.4159292035398231,0.4075342465753425,0.30379746835443033,0.09230769230769233,0.06239168110918546,0.056338028169014086,0.04946996466431095,0.4973343488194968,0.2427184466019418,0.15757575757575756,0.23076923076923078,0.4
0.4159292035398231,0.1643835616438356,0.4936708860759494,0.04615384615384615,0.07972270363951474,0.5633802816901409,0.17314487632508835,0.49124143183548463,0.5825242718446604,0.24242424242424243,0.38461538461538464,0.6
0.3716814159292036,0.571917808219178,0.06329113924050633,0.06923076923076923,0.07105719237435008,0.056338028169014086,0.045936395759717315,0.4638233054074638,0.4174757281553396,0.06666666666666667,0.18461538461538451,0.2
0.22123893805309733,0.4212328767123288,0.20253164556962025,0.07692307692307691,0.11438474870017333,0.19718309859154928,0.2508833922261484,0.4973343488194968,0.3883495145631068,0.1878787878787879,0.13846153846153852,0.4
0.35398230088495575,0.27397260273972607,0.4810126582278481,0.04615384615384615,0.1074523396880416,0.056338028169014086,0.04240282685512368,0.5019040365574975,0.32038834951456324,0.11515151515151516,0.15384615384615385,0.4
0.44247787610619466,0.3835616438356165,0.30379746835443033,0.10000000000000002,0.09185441941074522,0.056338028169014086,0.07773851590106007,0.6648895658796617,0.26213592233009714,0.16363636363636364,0.27692307692307677,0.4
0.42477876106194695,0.2602739726027397,0.43037974683544306,0.2076923076923077,0.08318890814558043,0.056338028169014086,0.028268551236749116,0.657273419649655,0.4077669902912621,0.11515151515151516,0.3538461538461537,0.6
0.0353982300884956,0.6301369863013699,0.30379746835443033,0.05384615384615385,0.027729636048526865,0.43661971830985913,0.31802120141342755,0.2536176694592477,0.8446601941747576,0.17575757575757575,0.4769230769230769,0.4
0.0707964601769912,0.3150684931506849,0.10126582278481013,0.07692307692307691,0.04332755632582322,0.2676056338028169,0.08833922261484099,0.3632901751713564,0.6116504854368933,0.1878787878787879,0.27692307692307677,0.6
0.25663716814159293,0.13013698630136986,0.5189873417721519,0.11538461538461539,0.0537261698440208,0.4647887323943662,0.19081272084805653,0.3693830921553686,0.45631067961165034,0.3151515151515152,0.46153846153846156,0.6
0.3185840707964601,0.10958904109589043,0.5063291139240507,0.11538461538461539,0.031195840554592714,0.04225352112676056,0.014134275618374558,0.26580350342726355,0.44660194174757284,0.22424242424242422,0.676923076923077,0.8
0.42477876106194695,0.19178082191780824,0.5949367088607594,0.12307692307692308,0.09185441941074522,0.07042253521126761,0.04946996466431095,0.5826351865955823,0.27184466019417464,0.10303030303030303,0.32307692307692304,0.4
0.1504424778761062,0.3287671232876712,0.12658227848101267,0.05384615384615385,0.024263431542461005,0.15492957746478872,0.0706713780918728,0.2277227722772299,0.6601941747572814,0.1090909090909091,0.5692307692307691,0.4
0.24778761061946908,0.3219178082191781,0.10126582278481013,0.2692307692307693,0.0901213171577123,0.07042253521126761,0.0812720848056537,0.5582635186595506,0.49514563106796106,0.10303030303030303,0.09230769230769226,0.2
0.22123893805309733,0.36986301369863017,0.0,0.11538461538461539,0.031195840554592714,0.07042253521126761,0.0176678445229682,0.2368621477532312,0.4660194174757282,0.2,0.6615384615384614,0.8
0.3893805309734513,0.2808219178082192,0.620253164556962,0.07692307692307691,0.2374350086655113,0.07042253521126761,0.06713780918727916,0.5658796648895658,0.3883495145631068,0.16969696969696968,0.15384615384615385,0.6
0.25663716814159293,0.2671232876712329,0.02531645569620253,0.061538461538461535,0.08665511265164645,0.16901408450704225,0.08833922261484099,0.40441736481340457,0.47572815533980567,0.1272727272727273,0.32307692307692304,0.6
0.12389380530973454,0.14383561643835618,0.4050632911392405,0.9230769230769231,0.03466204506065858,0.07042253521126761,0.37809187279151946,0.4303122619954308,0.4174757281553396,0.13939393939393943,0.4769230769230769,0.2
0.15929203539823014,0.17123287671232876,0.3164556962025316,0.07692307692307691,0.06932409012131716,0.28169014084507044,0.1519434628975265,0.5582635186595506,0.6796116504854368,0.17575757575757575,0.21538461538461545,0.6
0.27433628318584075,0.35616438356164387,0.26582278481012656,0.10000000000000002,0.07452339688041594,0.43661971830985913,0.44876325088339225,0.4211728865194211,0.3883495145631068,0.07272727272727272,0.23076923076923078,0.4
